"timestamp","consent","lifesat","econnow","econfut","attcheck","discuss_nat","discuss_eu","discuss_loc","trust_media","trust_parties","trust_legal","trust_police","trust_army","trust_gov","trust_eu","trust_nato","imageeu","demsat","ukract_sanction","ukract_weapons","ukract_refugee","prolific_id","age","sex","residence","education","party"
NA,"I agree","Very satisfied","Very bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Don't know","Totally agree","UCRFUUFB8K",42,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Fairly positive","Fairly satisfied","Tend to disagree","Tend to disagree","Tend to agree","90FOGCRNGD",40,"female","East Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Don't know","Once a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Fairly negative","Not at all satisfied","Totally disagree","Totally agree","Totally agree","XO9SMUCM81",48,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","QW6XZXEK76",34,"male","Northern Ireland",NA,NA
NA,"I agree","Very satisfied","Very good","Worse","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Very positive","Fairly satisfied","Totally disagree","Totally agree","Totally agree","LQZEY1TM0L",30,"female","South East",NA,NA
NA,"I agree","Not at all satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Tend to agree","Tend to agree","Totally agree","QP008S7EMQ",39,"male","Northern Ireland",NA,NA
NA,"I agree","Very satisfied","Very bad","Better","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Not very satisfied","Tend to disagree","Totally agree","Don't know","Z154RA0UB6",35,"female","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Fairly satisfied","Totally agree","Totally agree","Tend to agree","UOX6IENR4D",34,"female","East of England",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Don't know","Neutral","Fairly satisfied","Tend to agree","Totally agree","Totally agree","TGBLHRDTL9",48,"female","North West",NA,NA
NA,"I agree","Not very satisfied","Rather good","The same","Never","Occasionally","Frequently","Never","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Fairly satisfied","Don't know","Don't know","Totally disagree","0ZP1HXAI4O",30,"male","Scotland",NA,NA
NA,"I agree","Not at all satisfied","Rather good","The same","Once a day","Never","Frequently","Occasionally","Tend not to trust","Don't know","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally disagree","Totally agree","YL4VJ7COCI",31,"male","South West",NA,NA
NA,"I agree","Not at all satisfied","Very bad","Better","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Neutral","Very satisfied","Tend to agree","Don't know","Totally agree","DFGZA7E84N",37,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Few times a week","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Don't know","Neutral","Don't know","Totally agree","Totally agree","Totally agree","1UUYQCACOH",42,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Frequently","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly negative","Fairly satisfied","Totally agree","Tend to agree","Totally disagree","KMX21SRQXX",33,"male","East Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Frequently","Never","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly positive","Fairly satisfied","Totally agree","Totally agree","Don't know","CY7A3N9W8S",47,"female","London",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Very positive","Fairly satisfied","Tend to agree","Tend to agree","Totally disagree","VBXDT8QPUR",32,"male","Northern Ireland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Occasionally","Frequently","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Very positive","Not at all satisfied","Tend to agree","Totally disagree","Totally agree","TT07G1I819",30,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Don't know","The same","Once a day","Occasionally","Frequently","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Neutral","Very satisfied","Totally agree","Totally agree","Totally agree","MKWS0K8LGH",45,"male","London",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Occasionally","Never","Never","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Fairly positive","Very satisfied","Tend to agree","Totally agree","Totally agree","DG46WVMN1G",47,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Very negative","Not at all satisfied","Tend to agree","Totally agree","Tend to agree","7DDXIU65VS",34,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Tend to agree","Totally agree","Tend to agree","1NORWVQHDN",35,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Frequently","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Don't know","Don't know","Totally agree","HW31PQSFN2",30,"male","East of England",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Few times a week","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Tend to agree","Tend to agree","Don't know","120YF6BTG4",41,"female","South East",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly negative","Fairly satisfied","Totally agree","Totally agree","Tend to agree","9YL1L597SJ",46,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Once a day","Frequently","Never","Frequently","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","MRIO1FMYZV",44,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Not very satisfied","Tend to agree","Totally agree","Tend to agree","U16EFXIZGN",31,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","TD5OHT8VBJ",40,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Couple of times a day","Frequently","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Not at all satisfied","Totally agree","Tend to agree","Totally agree","8Z6GJ4KIRK",37,"male","North East",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Very satisfied","Totally agree","Totally agree","Totally agree","J4J30XA2V5",47,"male","East Midlands",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Don't know","Once a day","Never","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Fairly positive","Not very satisfied","Totally agree","Totally agree","Tend to agree","DNZFIU5VFP",47,"female","South West",NA,NA
NA,"I agree","Not very satisfied","Rather bad","The same","Couple of times a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Very positive","Not very satisfied","Tend to agree","Tend to agree","Totally agree","WG01M6SOCL",49,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Occasionally","Frequently","Frequently","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Fairly satisfied","Totally agree","Totally disagree","Don't know","SKV0VV2FYI",38,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","40QTR69PCO",40,"male","East of England",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Very negative","Very satisfied","Totally agree","Tend to disagree","Totally agree","FHHUYIXXQC",41,"female","London",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Tend to agree","Totally agree","W29SI9TUC4",43,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Frequently","Never","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Tend to trust","Don't know","Tend to trust","Very positive","Fairly satisfied","Tend to agree","Totally agree","Totally agree","I260W2RCGJ",31,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Few times a month","Frequently","Never","Frequently","Tend to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Don't know","Neutral","Not very satisfied","Tend to agree","Totally agree","Totally agree","E2YHZWT3I9",46,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Very bad","Worse","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Don't know","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Don't know","Totally agree","Totally disagree","Tend to disagree","4EI7ZEV68G",37,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Never","Frequently","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","9TJP9JNX48",45,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Frequently","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Tend to agree","Tend to disagree","9YRQ8SBOV9",43,"female","North East",NA,NA
NA,"I agree","Not very satisfied","Very bad","Better","Few times a month","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Don't know","Tend not to trust","Don't know","Tend not to trust","Neutral","Not very satisfied","Totally agree","Tend to agree","Totally agree","GF42OJNWP9",49,"male","West Midlands",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Never","Frequently","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very negative","Not very satisfied","Tend to agree","Tend to agree","Totally agree","MGK4DRD4ZK",38,"female","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Very positive","Very satisfied","Tend to agree","Don't know","Totally agree","277D54MK5I",38,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Fairly satisfied","Tend to disagree","Totally disagree","Don't know","DKOLRLYE79",40,"female","South East",NA,NA
NA,"I agree","Very satisfied","Don't know","Worse","Once a day","Occasionally","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Totally disagree","Don't know","Totally agree","HCRUU39EK8",35,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Never","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Neutral","Very satisfied","Totally agree","Totally agree","Totally agree","IX8G4XDBLB",38,"female","East of England",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly positive","Not very satisfied","Totally agree","Totally agree","Totally agree","DTYKC5CZ1Q",45,"female","West Midlands",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Frequently","Never","Occasionally","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Fairly negative","Not very satisfied","Totally agree","Tend to agree","Totally agree","VWMV8ZJ3OI",39,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Couple of times a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Not very satisfied","Tend to disagree","Totally agree","Tend to disagree","0LG9NC7AK0",49,"female","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Very negative","Fairly satisfied","Totally agree","Tend to disagree","Tend to disagree","IA3JDD22WB",36,"female","London",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Don't know","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Very negative","Very satisfied","Totally agree","Totally agree","Totally agree","CFB4G9DG7D",46,"male","East Midlands",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Frequently","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Totally disagree","Totally agree","Totally agree","KQD6BWT7LQ",36,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","SRC0V4SZ0J",35,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","The same","Couple of times a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","6RSPSLO1F1",30,"male","South West",NA,NA
NA,"I agree","Very satisfied","Don't know","Better","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Fairly negative","Fairly satisfied","Totally agree","Totally agree","Totally agree","RA76V4UE8B",32,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Don't know","The same","Once a day","Occasionally","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Fairly positive","Not very satisfied","Totally agree","Totally agree","Tend to disagree","33MI4OGQMD",46,"male","North West",NA,NA
NA,"I agree","Very satisfied","Very bad","Worse","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Fairly negative","Not very satisfied","Totally agree","Totally disagree","Tend to agree","WZSPL1FYGB",42,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Never","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","BNDGMYU44A",41,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Never","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Very satisfied","Totally agree","Totally disagree","Totally agree","NLQ3EB7CB0",45,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Don't know","Very positive","Fairly satisfied","Tend to agree","Totally agree","Totally agree","9VGYBDO3PQ",35,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Once a day","Occasionally","Never","Occasionally","Don't know","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly positive","Fairly satisfied","Tend to agree","Totally agree","Totally agree","4B2EOKAHFW",35,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Fairly satisfied","Tend to agree","Totally agree","Tend to disagree","1V1PEPYSG4",44,"female","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Don't know","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","NAOFHWX96P",37,"female","South East",NA,NA
NA,"I agree","Not at all satisfied","Rather good","Better","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Very positive","Not at all satisfied","Totally agree","Totally agree","Tend to disagree","01WJSVY1XX",31,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very good","The same","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Very satisfied","Tend to agree","Totally agree","Tend to agree","HJZF6ZC8NM",40,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Don't know","Totally agree","IIF64KEQWS",34,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Totally agree","Totally agree","BJHT51FQT1",48,"female","East of England",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Tend to agree","6IK6D451WS",35,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","Don't know","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Don't know","Totally agree","Totally agree","QJE66P1XQG",49,"female","North West",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Fairly satisfied","Tend to agree","Tend to disagree","Totally agree","YM23F9XZVA",30,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Occasionally","Frequently","Don't know","Tend not to trust","Tend to trust","Tend to trust","Don't know","Don't know","Tend to trust","Don't know","Fairly positive","Not very satisfied","Totally agree","Don't know","Totally agree","SX9K55U9LE",46,"female","Northern Ireland",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","Worse","Few times a week","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Tend to agree","Totally agree","U12CB61FIB",42,"male","North West",NA,NA
NA,"I agree","Very satisfied","Rather good","Better","Few times a week","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend not to trust","Don't know","Fairly negative","Fairly satisfied","Don't know","Totally agree","Totally agree","LG7LDI8OLQ",32,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Don't know","WDJGT81DAW",35,"male","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","The same","Few times a week","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Not very satisfied","Tend to agree","Tend to agree","Totally agree","MURMC7V33O",34,"male","East Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Never","Never","Never","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Fairly negative","Fairly satisfied","Totally agree","Totally agree","Totally agree","N6SYK8SN5I",48,"male","East Midlands",NA,NA
NA,"I agree","Very satisfied","Rather good","Better","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","PLHOKKYA94",49,"female","South East",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Never","Frequently","Never","Never","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","0TKTX5O11D",49,"male","East Midlands",NA,NA
NA,"I agree","Not very satisfied","Rather good","Better","Few times a month","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Tend to agree","Totally agree","14YUKKDPO2",41,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Occasionally","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","N6LPX1SKYN",48,"male","East of England",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Once a day","Frequently","Frequently","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend not to trust","Very positive","Not very satisfied","Totally agree","Tend to agree","Totally agree","IHHYXT5WTT",45,"male","South East",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Few times a month","Occasionally","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","8FS6QVP0J0",31,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend not to trust","Don't know","Tend to trust","Fairly positive","Not very satisfied","Totally agree","Tend to agree","Totally agree","V54YOQWGA5",49,"female","North East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend not to trust","Very positive","Not at all satisfied","Totally agree","Totally agree","Tend to agree","VO35Z9UZ38",30,"female","South East",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Don't know","Tend to trust","Very positive","Not at all satisfied","Totally agree","Totally agree","Tend to agree","OXPHFA3B1B",48,"male","Yorkshire and The Humber",NA,NA
